dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,humidity,pressure,temperature,wind_speed,wind_direction,delay_difference,total_delay,temperature_c,temp_category,date
2013-11-19 09:59:00,2013-11-19 10:00:00,-1.0,2013-11-19 11:50:00,2013-11-19 12:06:00,-16.0,EV,4255,N18101,EWR,CHS,92.0,628,0.367816091954023,0.5760869565217401,0.4116729783916231,0.8461538461538463,0.888888888888889,-15.0,-17.0,6.550000000000011,Sejuk,2013-11-19
2013-05-13 15:53:00,2013-05-13 15:55:00,-2.0,2013-05-13 17:06:00,2013-05-13 17:49:00,-43.0,B6,915,N178JB,JFK,ORD,112.0,740,0.2988505747126437,0.5,0.6787703274671415,0.3076923076923077,0.75,-41.0,-45.0,18.54000000000002,Hangat,2013-05-13
2013-04-19 15:21:00,2013-04-19 15:30:00,-9.0,2013-04-19 18:42:00,2013-04-19 18:49:00,-7.0,B6,137,N503JB,JFK,RSW,158.0,1074,0.3563218390804598,0.75,0.5811984851860101,0.3846153846153846,0.3611111111111111,2.0,-16.0,14.160000000000023,Sejuk,2013-04-19
2013-12-17 13:18:00,2013-12-17 12:59:00,19.0,2013-12-17 16:09:00,2013-12-17 15:46:00,23.0,UA,1605,N72405,EWR,LAS,304.0,2227,0.7701149425287357,0.6847826086956523,0.1521496992648696,0.0,0.1527777777777778,4.0,42.0,-5.099999999999966,Dingin,2013-12-17
2013-03-21 06:05:00,2013-03-21 06:05:00,0.0,2013-03-21 09:09:00,2013-03-21 09:07:00,2.0,B6,501,N646JB,JFK,FLL,149.0,1069,0.3448275862068966,0.5652173913043477,0.2973936288705721,0.1538461538461538,0.75,2.0,2.0,1.420000000000016,Sejuk,2013-03-21
2013-05-27 06:37:00,2013-05-27 06:40:00,-3.0,2013-05-27 08:44:00,2013-05-27 08:49:00,-5.0,EV,4393,N17108,EWR,IND,100.0,645,0.4597701149425288,0.6195652173913047,0.469369570060147,0.3076923076923077,0.8055555555555556,-2.0,-8.0,9.140000000000043,Sejuk,2013-05-27
2013-03-08 15:37:00,2013-03-08 12:32:00,185.0,2013-03-08 17:33:00,2013-03-08 14:29:00,184.0,EV,4135,N12567,EWR,CLT,79.0,529,0.6551724137931034,0.75,0.3063042993985299,0.1538461538461538,0.0,-1.0,369.0,1.82000000000005,Sejuk,2013-03-08
2013-02-28 10:12:00,2013-02-28 10:16:00,-4.0,2013-02-28 11:45:00,2013-02-28 12:27:00,-42.0,DL,2319,N334NW,LGA,MSP,137.0,1020,0.9195402298850576,0.5,0.3577634216974816,0.6923076923076923,0.1388888888888889,-38.0,-46.0,4.129999999999996,Sejuk,2013-02-28
2013-11-26 08:15:00,2013-11-26 08:11:00,4.0,2013-11-26 11:39:00,2013-11-26 11:16:00,23.0,B6,901,N637JB,JFK,FLL,162.0,1069,0.3908045977011494,0.7282608695652186,0.2822454889730448,0.2307692307692307,0.5833333333333334,19.0,27.0,0.7400000000000091,Sejuk,2013-11-26
2013-02-24 18:54:00,2013-02-24 18:30:00,24.0,2013-02-24 21:17:00,2013-02-24 20:32:00,45.0,EV,4106,N14923,EWR,GRR,100.0,605,0.9195402298850576,0.6304347826086971,0.3673423925150354,0.2307692307692307,0.1111111111111111,21.0,69.0,4.560000000000002,Sejuk,2013-02-24
2013-12-18 16:14:00,2013-12-18 16:10:00,4.0,2013-12-18 20:01:00,2013-12-18 19:26:00,35.0,UA,375,N447UA,EWR,SEA,374.0,2402,0.7701149425287357,0.663043478260871,0.2606371129427485,0.1538461538461538,0.6777777777777778,31.0,39.0,-0.2299999999999613,Dingin,2013-12-18
2013-10-24 06:12:00,2013-10-24 06:20:00,-8.0,2013-10-24 07:18:00,2013-10-24 07:28:00,-10.0,EV,4241,N14953,EWR,DCA,41.0,199,0.7126436781609196,0.1521739130434785,0.3772555134773885,0.1538461538461538,0.6777777777777778,-2.0,-18.0,5.004999999999996,Sejuk,2013-10-24
2013-01-12 20:38:00,2013-01-12 20:35:00,3.0,2013-01-12 01:10:00,2013-01-12 01:26:00,-16.0,UA,1071,N14231,EWR,BQN,191.0,1585,0.8045977011494252,0.7173913043478262,0.3931833370461124,0.2307692307692307,0.1527777777777778,-19.0,-13.0,5.720000000000027,Sejuk,2013-01-12
2013-05-28 15:46:00,2013-05-28 15:25:00,21.0,2013-05-28 17:35:00,2013-05-28 17:27:00,8.0,EV,4576,N11107,EWR,GRR,94.0,605,0.4367816091954022,0.7065217391304355,0.6803296948095339,0.2307692307692307,0.6583333333333333,-13.0,29.0,18.610000000000014,Hangat,2013-05-28
2013-10-11 19:18:00,2013-10-11 18:30:00,48.0,2013-10-11 22:13:00,2013-10-11 21:57:00,16.0,UA,389,N588UA,JFK,SFO,330.0,2586,0.8275862068965518,0.6195652173913047,0.6727556248607707,0.1538461538461538,0.0,-32.0,64.0,18.27000000000004,Hangat,2013-10-11
2013-04-30 07:25:00,2013-04-30 07:40:00,-15.0,2013-04-30 10:01:00,2013-04-30 10:40:00,-39.0,AA,715,N577AA,LGA,DFW,187.0,1389,0.6091954022988506,0.6956521739130448,0.5404321675206063,0.1538461538461538,0.4722222222222222,-24.0,-54.0,12.33000000000004,Sejuk,2013-04-30
2013-11-14 19:11:00,2013-11-14 19:07:00,4.0,2013-11-14 20:45:00,2013-11-14 20:31:00,14.0,EV,4498,N13958,EWR,PWM,46.0,284,0.0459770114942528,0.6739130434782616,0.5099131209623522,0.5384615384615385,0.7222222222222222,10.0,18.0,10.960000000000036,Sejuk,2013-11-14
2013-12-12 15:59:00,2013-12-12 16:00:00,-1.0,2013-12-12 17:34:00,2013-12-12 17:41:00,-7.0,UA,1195,N15710,LGA,ORD,127.0,733,0.4482758620689654,0.3369565217391308,0.1766540432167511,0.1538461538461538,0.6777777777777778,-6.0,-8.0,-4.0,Dingin,2013-12-12
2013-12-30 07:00:00,2013-12-30 07:05:00,-5.0,2013-12-30 10:19:00,2013-12-30 10:15:00,4.0,AS,15,N514AS,EWR,SEA,351.0,2402,0.7701149425287357,0.554347826086957,0.3524170193807086,0.1538461538461538,0.6777777777777778,9.0,-1.0,3.890000000000043,Sejuk,2013-12-30
2013-11-30 06:27:00,2013-11-30 06:30:00,-3.0,2013-11-30 09:31:00,2013-11-30 09:38:00,-7.0,B6,929,N768JB,JFK,RSW,156.0,1074,0.3793103448275862,0.8804347826086971,0.2171975941189572,0.1538461538461538,1.0,-4.0,-10.0,-2.17999999999995,Dingin,2013-11-30
2013-04-01 12:15:00,2013-04-01 12:20:00,-5.0,2013-04-01 15:05:00,2013-04-01 15:05:00,0.0,B6,27,N298JB,JFK,TPA,153.0,1005,0.6004453887700936,0.6413043478260878,0.3294720427712176,0.1538461538461538,0.5861111111111111,5.0,-5.0,2.8600000000000136,Sejuk,2013-04-01
2013-01-13 09:55:00,2013-01-13 10:00:00,-5.0,2013-01-13 13:24:00,2013-01-13 13:41:00,-17.0,DL,1765,N624AG,JFK,SFO,346.0,2586,0.9195402298850576,0.663043478260871,0.4101136110492307,0.1538461538461538,0.0555555555555555,-12.0,-22.0,6.480000000000018,Sejuk,2013-01-13
2013-03-07 18:51:00,2013-03-07 18:55:00,-4.0,2013-03-07 21:11:00,2013-03-07 21:34:00,-23.0,DL,951,N174DN,JFK,ATL,106.0,760,0.3333333333333333,0.5760869565217401,0.3705725105814208,0.8461538461538463,0.1861111111111111,-19.0,-27.0,4.705000000000041,Sejuk,2013-03-07
2013-11-10 09:43:00,2013-11-10 09:47:00,-4.0,2013-11-10 14:22:00,2013-11-10 14:30:00,-8.0,B6,403,N789JB,JFK,SJU,194.0,1598,0.7701149425287357,0.5869565217391308,0.418801514813989,0.1538461538461538,0.5833333333333334,-4.0,-12.0,6.8700000000000045,Sejuk,2013-11-10
2013-03-02 17:53:00,2013-03-02 17:53:00,0.0,2013-03-02 20:54:00,2013-03-02 20:44:00,10.0,B6,527,N566JB,EWR,MCO,151.0,937,0.4942528735632184,0.5108695652173925,0.4103363778124294,0.2307692307692307,0.9166666666666669,10.0,10.0,6.490000000000009,Sejuk,2013-03-02
2013-12-06 19:35:00,2013-12-06 18:25:00,70.0,2013-12-06 22:24:00,2013-12-06 21:20:00,64.0,B6,543,N590JB,EWR,PBI,141.0,1023,0.7816091954022988,0.6195652173913047,0.4286032523947414,0.2307692307692307,1.0,-6.0,134.0,7.310000000000002,Sejuk,2013-12-06
2013-01-16 13:51:00,2013-01-16 13:22:00,29.0,2013-01-16 17:22:00,2013-01-16 16:24:00,58.0,B6,431,N503JB,LGA,SRQ,176.0,1047,0.6436781609195403,0.7282608695652186,0.3207841390064594,0.2307692307692307,1.0,29.0,87.0,2.470000000000028,Sejuk,2013-01-16
2013-01-31 09:43:00,2013-01-31 09:30:00,13.0,2013-01-31 11:05:00,2013-01-31 11:03:00,2.0,9E,3661,N8980A,JFK,ROC,54.0,264,0.9195402298850576,0.608695652173914,0.3513031855647135,0.0769230769230769,0.2222222222222222,-11.0,15.0,3.840000000000032,Sejuk,2013-01-31
2013-10-15 15:04:00,2013-10-15 14:44:00,20.0,2013-10-15 16:32:00,2013-10-15 16:24:00,8.0,9E,3393,N921XJ,JFK,DCA,47.0,213,0.8735632183908046,0.7717391304347831,0.5907551793272434,0.0,0.0805555555555555,-12.0,28.0,14.589,Sejuk,2013-10-15
2013-01-06 09:54:00,2013-01-06 09:45:00,9.0,2013-01-06 12:59:00,2013-01-06 12:58:00,1.0,B6,679,N583JB,JFK,LAX,343.0,2475,0.425287356321839,0.6521739130434785,0.2604143461795498,0.2307692307692307,0.75,-8.0,10.0,-0.2399999999999522,Dingin,2013-01-06
2013-01-14 20:03:00,2013-01-14 20:00:00,3.0,2013-01-14 23:38:00,2013-01-14 23:29:00,9.0,VX,415,N627VA,JFK,LAX,363.0,2475,0.8505747126436782,0.6521739130434785,0.4486522610826462,0.1538461538461538,0.5277777777777778,6.0,12.0,8.210000000000036,Sejuk,2013-01-14
2013-06-03 17:39:00,2013-06-03 16:10:00,89.0,2013-06-03 20:03:00,2013-06-03 18:25:00,98.0,EV,4328,N14991,EWR,MSY,163.0,1167,0.7011494252873562,0.554347826086957,0.9120071285364224,0.4615384615384616,0.4944444444444444,9.0,187.0,29.010000000000048,Hangat,2013-06-03
2013-01-16 08:26:00,2013-01-16 08:25:00,1.0,2013-01-16 11:36:00,2013-01-16 11:37:00,-1.0,B6,181,N625JB,JFK,SAN,340.0,2446,0.7011494252873562,0.7173913043478262,0.3147694364000895,0.2307692307692307,0.0555555555555555,-2.0,0.0,2.200000000000045,Sejuk,2013-01-16
2013-12-13 20:22:00,2013-12-13 20:33:00,-11.0,2013-12-13 21:45:00,2013-12-13 22:06:00,-21.0,FL,1159,N993AT,LGA,CAK,68.0,397,0.425287356321839,0.2717391304347831,0.2835820895522376,0.1538461538461538,0.6777777777777778,-10.0,-32.0,0.8000000000000114,Sejuk,2013-12-13
2013-12-14 17:03:00,2013-12-14 15:40:00,83.0,2013-12-14 19:02:00,2013-12-14 17:15:00,107.0,UA,332,N452UA,EWR,CLE,70.0,404,0.8160919540229885,0.4021739130434785,0.1735353085319664,0.1538461538461538,0.6777777777777778,24.0,190.0,-4.139999999999986,Dingin,2013-12-14
2013-05-24 16:12:00,2013-05-24 15:25:00,47.0,2013-05-24 17:59:00,2013-05-24 17:30:00,29.0,MQ,4579,N520MQ,LGA,CLT,83.0,544,0.5977011494252873,0.5760869565217401,0.8077522833593225,0.3846153846153846,0.5,-18.0,76.0,24.33000000000004,Hangat,2013-05-24
2013-04-03 19:51:00,2013-04-03 19:00:00,51.0,2013-04-03 21:31:00,2013-04-03 20:28:00,63.0,9E,4091,N8839E,JFK,BWI,34.0,184,0.103448275862069,0.608695652173914,0.3987525061260859,0.6153846153846154,0.8055555555555556,12.0,114.0,5.970000000000027,Sejuk,2013-04-03
2013-02-08 09:18:00,2013-02-08 09:24:00,-6.0,2013-02-08 11:09:00,2013-02-08 11:18:00,-9.0,EV,4234,N14952,EWR,STL,136.0,872,0.2298850574712643,0.7717391304347831,0.1793272443751385,0.0769230769230769,0.9722222222222222,-3.0,-15.0,-3.879999999999996,Dingin,2013-02-08
2013-03-15 13:10:00,2013-03-15 13:10:00,0.0,2013-03-15 16:56:00,2013-03-15 17:06:00,-10.0,UA,1708,N81449,EWR,SJU,202.0,1608,0.5747126436781609,0.6739130434782616,0.2261862330140331,0.5384615384615385,0.8277777777777778,-10.0,-10.0,-1.7764999999999986,Dingin,2013-03-15
2013-04-24 13:26:00,2013-04-24 13:30:00,-4.0,2013-04-24 15:53:00,2013-04-24 16:06:00,-13.0,B6,127,N354JB,EWR,MCO,125.0,937,0.6551724137931034,0.75,0.3873914012029402,0.3846153846153846,0.1111111111111111,-9.0,-17.0,5.460000000000036,Sejuk,2013-04-24
2013-10-30 09:20:00,2013-10-30 09:30:00,-10.0,2013-10-30 12:05:00,2013-10-30 12:21:00,-16.0,B6,199,N535JB,LGA,MCO,130.0,950,0.9770114942528736,0.8695652173913047,0.4291713076408996,0.0,0.5444444444444445,-6.0,-26.0,7.335500000000025,Sejuk,2013-10-30
2013-05-21 07:10:00,2013-05-21 07:10:00,0.0,2013-05-21 08:21:00,2013-05-21 08:40:00,-19.0,WN,1171,N208WN,EWR,BNA,103.0,748,1.0,0.663043478260871,0.5778569837380267,0.1538461538461538,0.0,-19.0,-19.0,14.010000000000048,Sejuk,2013-05-21
2013-10-24 08:36:00,2013-10-24 08:43:00,-7.0,2013-10-24 09:53:00,2013-10-24 09:57:00,-4.0,UA,994,N845UA,EWR,BOS,39.0,200,0.8735632183908046,0.4347826086956523,0.39594564490978,0.1538461538461538,0.7555555555555555,3.0,-11.0,5.844000000000051,Sejuk,2013-10-24
2013-03-12 10:30:00,2013-03-12 10:10:00,20.0,2013-03-12 11:42:00,2013-03-12 11:40:00,2.0,MQ,3795,N522MQ,EWR,ORD,106.0,719,0.7701149425287357,0.7065217391304355,0.3607707730006684,0.0,0.2361111111111111,-18.0,22.0,4.265000000000043,Sejuk,2013-03-12
2013-01-09 16:09:00,2013-01-09 16:15:00,-6.0,2013-01-09 18:42:00,2013-01-09 18:45:00,-3.0,WN,161,N495WN,EWR,DEN,257.0,1605,0.4482758620689654,0.7717391304347831,0.4074404098908433,0.4615384615384616,0.638888888888889,3.0,-9.0,6.360000000000014,Sejuk,2013-01-09
2013-03-01 08:13:00,2013-03-01 08:10:00,3.0,2013-03-01 10:31:00,2013-03-01 10:43:00,-12.0,FL,361,N938AT,LGA,ATL,109.0,762,0.7126436781609196,0.4673913043478261,0.3715749610158152,0.1538461538461538,0.0,-15.0,-9.0,4.75,Sejuk,2013-03-01
2013-01-03 15:58:00,2013-01-03 16:05:00,-7.0,2013-01-03 17:39:00,2013-01-03 17:50:00,-11.0,MQ,4415,N713MQ,LGA,RDU,83.0,431,0.3793103448275862,0.6413043478260878,0.2243261305413231,0.3076923076923077,0.888888888888889,-4.0,-18.0,-1.8599999999999568,Dingin,2013-01-03
2013-02-17 13:26:00,2013-02-17 12:59:00,27.0,2013-02-17 14:44:00,2013-02-17 14:23:00,21.0,EV,5660,N11565,EWR,PIT,55.0,319,0.7011494252873562,0.5978260869565233,0.2966139451993763,0.3076923076923077,0.5,-6.0,48.0,1.3850000000000475,Sejuk,2013-02-17
2013-01-22 07:20:00,2013-01-22 07:05:00,15.0,2013-01-22 10:18:00,2013-01-22 10:00:00,18.0,UA,235,N441UA,EWR,MCO,155.0,937,0.5402298850574714,0.804347826086957,0.2247716640677204,0.1538461538461538,0.8972222222222223,3.0,33.0,-1.839999999999975,Dingin,2013-01-22
2013-05-14 06:42:00,2013-05-14 06:47:00,-5.0,2013-05-14 07:48:00,2013-05-14 07:59:00,-11.0,EV,4241,N15555,EWR,DCA,42.0,199,0.2758620689655172,0.5978260869565233,0.470037870349743,0.4615384615384616,0.7777777777777778,-6.0,-16.0,9.170000000000016,Sejuk,2013-05-14
2013-02-22 15:05:00,2013-02-22 14:57:00,8.0,2013-02-22 18:21:00,2013-02-22 18:23:00,-2.0,UA,1038,N77258,EWR,SFO,347.0,2565,0.3793103448275862,0.6195652173913047,0.2218756961461343,0.6153846153846154,0.8333333333333334,-10.0,6.0,-1.9699999999999704,Dingin,2013-02-22
2013-05-01 18:51:00,2013-05-01 18:00:00,51.0,2013-05-01 20:41:00,2013-05-01 19:35:00,66.0,WN,504,N795SW,EWR,MDW,97.0,711,0.0574712643678161,0.7173913043478262,0.6674092225439958,0.3846153846153846,0.4166666666666667,15.0,117.0,18.03000000000003,Hangat,2013-05-01
2013-12-18 15:23:00,2013-12-18 15:27:00,-4.0,2013-12-18 16:49:00,2013-12-18 16:56:00,-7.0,EV,4502,N13538,EWR,BNA,114.0,748,0.7701149425287357,0.6413043478260878,0.2261082646469141,0.1538461538461538,0.7611111111111112,-3.0,-11.0,-1.7799999999999727,Dingin,2013-12-18
2013-01-08 09:25:00,2013-01-08 09:29:00,-4.0,2013-01-08 14:33:00,2013-01-08 14:27:00,6.0,B6,215,N640JB,EWR,SJU,202.0,1608,0.5402298850574714,0.6521739130434785,0.3074181332145231,0.3846153846153846,0.8333333333333334,10.0,2.0,1.8700000000000043,Sejuk,2013-01-08
2013-02-14 19:11:00,2013-02-14 18:57:00,14.0,2013-02-14 22:33:00,2013-02-14 21:57:00,36.0,UA,248,N436UA,EWR,PBI,181.0,1023,0.4022988505747126,0.554347826086957,0.3827132991757622,0.1538461538461538,0.0,22.0,50.0,5.25,Sejuk,2013-02-14
2013-02-14 08:40:00,2013-02-14 08:36:00,4.0,2013-02-14 12:06:00,2013-02-14 11:43:00,23.0,UA,1707,N54241,EWR,MCO,159.0,937,0.4367816091954022,0.5978260869565233,0.2321229672532849,0.2307692307692307,0.8611111111111112,19.0,27.0,-1.509999999999991,Dingin,2013-02-14
2013-03-10 21:23:00,2013-03-10 21:15:00,8.0,2013-03-10 23:56:00,2013-03-10 23:58:00,-2.0,B6,927,N505JB,EWR,MCO,125.0,937,0.1379310344827586,0.6956521739130448,0.5282542511249719,0.0769230769230769,0.9611111111111112,-10.0,6.0,11.78333333300003,Sejuk,2013-03-10
2013-05-29 11:20:00,2013-05-29 11:25:00,-5.0,2013-05-29 13:03:00,2013-05-29 13:21:00,-18.0,EV,5386,N678CA,EWR,MSP,145.0,1008,0.8505747126436782,0.6956521739130448,0.5382044998886162,0.1538461538461538,0.0,-13.0,-23.0,12.230000000000018,Sejuk,2013-05-29
2013-05-07 12:07:00,2013-05-07 12:12:00,-5.0,2013-05-07 14:17:00,2013-05-07 14:39:00,-22.0,UA,1024,N76505,EWR,PHX,282.0,2133,0.7241379310344829,0.7173913043478262,0.4961015816440186,0.1538461538461538,0.1666666666666666,-17.0,-27.0,10.340000000000032,Sejuk,2013-05-07
2013-11-06 17:05:00,2013-11-06 17:00:00,5.0,2013-11-06 18:33:00,2013-11-06 18:40:00,-7.0,WN,2960,N776WN,LGA,BNA,132.0,764,0.4367816091954022,0.7391304347826093,0.6123858320338593,0.3846153846153846,0.4444444444444445,-12.0,-2.0,15.560000000000002,Hangat,2013-11-06
2013-02-12 15:46:00,2013-02-12 15:45:00,1.0,2013-02-12 18:38:00,2013-02-12 18:50:00,-12.0,DL,2377,N369NW,LGA,MCO,146.0,950,1.0,0.6195652173913047,0.3141011361104917,0.1538461538461538,0.0555555555555555,-13.0,-11.0,2.170000000000016,Sejuk,2013-02-12
2013-12-07 19:04:00,2013-12-07 18:56:00,8.0,2013-12-07 21:55:00,2013-12-07 22:09:00,-14.0,UA,1416,N37462,EWR,FLL,148.0,1065,0.5862068965517242,0.3369565217391308,0.4368456226331023,0.1538461538461538,0.6777777777777778,-22.0,-6.0,7.680000000000007,Sejuk,2013-12-07
2013-05-18 20:39:00,2013-05-18 20:30:00,9.0,2013-05-18 00:18:00,2013-05-18 23:56:00,22.0,B6,677,N705JB,JFK,LAX,332.0,2475,0.6004453887700936,0.6190487242264808,0.7462686567164178,0.0,0.1888888888888888,13.0,31.0,21.57000000000005,Hangat,2013-05-18
2013-02-07 06:29:00,2013-02-07 06:31:00,-2.0,2013-02-07 07:27:00,2013-02-07 07:40:00,-13.0,B6,1002,N805JB,JFK,BOS,33.0,187,0.8390804597701149,0.5869565217391308,0.2393628870572497,0.0769230769230769,0.1666666666666666,-11.0,-15.0,-1.1850000000000025,Dingin,2013-02-07
2013-12-08 11:55:00,2013-12-08 11:51:00,4.0,2013-12-08 14:40:00,2013-12-08 14:19:00,21.0,FL,63,N353AT,LGA,ATL,137.0,762,0.5862068965517242,0.4239130434782616,0.2196480285141451,0.1538461538461538,0.6777777777777778,17.0,25.0,-2.069999999999993,Dingin,2013-12-08
2013-11-05 14:37:00,2013-11-05 14:49:00,-12.0,2013-11-05 17:35:00,2013-11-05 18:05:00,-30.0,UA,1454,N27733,LGA,IAH,216.0,1416,0.7931034482758621,0.9891304347826092,0.4789856686789928,0.0769230769230769,0.2916666666666667,-18.0,-42.0,9.571666667000043,Sejuk,2013-11-05
2013-10-28 05:59:00,2013-10-28 06:00:00,-1.0,2013-10-28 07:54:00,2013-10-28 07:58:00,-4.0,EV,5068,N676CA,EWR,DTW,91.0,488,1.0,0.8152173913043477,0.3771552684339498,0.0769230769230769,0.7555555555555555,-3.0,-5.0,5.000500000000045,Sejuk,2013-10-28
2013-05-21 17:59:00,2013-05-21 16:25:00,94.0,2013-05-21 20:33:00,2013-05-21 18:35:00,118.0,DL,1619,N317US,LGA,MSP,144.0,1020,0.6896551724137931,0.6521739130434785,0.7605257295611496,0.2307692307692307,0.638888888888889,24.0,212.0,22.21000000000004,Hangat,2013-05-21
2013-01-04 06:02:00,2013-01-04 06:00:00,2.0,2013-01-04 07:18:00,2013-01-04 07:30:00,-12.0,WN,959,N8322X,LGA,MDW,114.0,725,0.5172413793103448,0.6847826086956523,0.207395856538203,0.3846153846153846,0.8611111111111112,-14.0,-10.0,-2.6200000000000045,Dingin,2013-01-04
2013-02-04 07:58:00,2013-02-04 07:59:00,-1.0,2013-02-04 10:49:00,2013-02-04 10:39:00,10.0,DL,2047,N609DL,LGA,ATL,116.0,762,0.8275862068965518,0.6304347826086971,0.1650701715304068,0.1538461538461538,0.0,11.0,9.0,-4.519999999999982,Dingin,2013-02-04
2013-01-09 12:35:00,2013-01-09 12:45:00,-10.0,2013-01-09 13:44:00,2013-01-09 14:06:00,-22.0,EV,3263,N16112,EWR,RIC,56.0,277,0.7126436781609196,0.7608695652173925,0.2297839162396968,0.1538461538461538,0.5972222222222222,-12.0,-32.0,-1.6149999999999525,Dingin,2013-01-09
2013-11-27 13:28:00,2013-11-27 13:20:00,8.0,2013-11-27 14:41:00,2013-11-27 14:50:00,-9.0,WN,1746,N747SA,EWR,BNA,117.0,748,0.9195402298850576,0.3804347826086971,0.5927823568723536,0.0769230769230769,0.5277777777777778,-17.0,-1.0,14.680000000000009,Sejuk,2013-11-27
2013-02-13 20:18:00,2013-02-13 20:25:00,-7.0,2013-02-13 22:46:00,2013-02-13 23:33:00,-47.0,UA,41,N17719,EWR,DFW,196.0,1372,0.6781609195402298,0.6195652173913047,0.353541991534863,0.1538461538461538,0.4805555555555555,-40.0,-54.0,3.9405000000000414,Sejuk,2013-02-13
2013-12-19 06:00:00,2013-12-19 06:00:00,0.0,2013-12-19 08:43:00,2013-12-19 08:56:00,-13.0,B6,371,N589JB,LGA,FLL,142.0,1076,0.7701149425287357,0.6847826086956523,0.5251280908888392,0.1538461538461538,0.6777777777777778,-13.0,-13.0,11.643000000000027,Sejuk,2013-12-19
2013-01-07 07:09:00,2013-01-07 07:05:00,4.0,2013-01-07 09:33:00,2013-01-07 09:48:00,-15.0,UA,1506,N73270,EWR,LAS,296.0,2227,0.4367816091954022,0.6956521739130448,0.2838048563154371,0.1538461538461538,0.6111111111111112,-19.0,-11.0,0.8100000000000023,Sejuk,2013-01-07
2013-03-03 07:42:00,2013-03-03 07:45:00,-3.0,2013-03-03 10:23:00,2013-03-03 11:02:00,-39.0,DL,183,N172DZ,JFK,SEA,319.0,2422,0.4827586206896552,0.5326086956521738,0.2960570282913783,0.3846153846153846,0.9166666666666669,-36.0,-42.0,1.3600000000000136,Sejuk,2013-03-03
